lon,lat,p_iid,p_bym,p_bym_cov
128.1416,47.3973,0.8925149700598802,0.7754491017964071,0.7910179640718563
126.0296,48.1256,0.7616766467065869,0.4422155688622755,0.4431137724550898
123.8387,48.8031,0.8458083832335329,0.6377245508982036,0.6583832335329342
121.5713,49.426,0.9553892215568862,0.7745508982035928,0.7781437125748503
119.2307,49.9906,0.8182634730538922,0.468562874251497,0.5146706586826347
116.8214,50.4935,0.7215568862275449,0.4476047904191617,0.4419161676646707
114.3493,50.9313,0.8544910179640719,0.7053892215568862,0.7263473053892215
111.8215,51.3012,0.9407185628742515,0.7467065868263473,0.7655688622754491
109.2461,51.6005,0.7479041916167665,0.4718562874251497,0.494311377245509
106.6325,51.8269,0.7038922155688623,0.5568862275449101,0.531437125748503
103.9909,51.9789,0.704191616766467,0.6934131736526946,0.7047904191616766
101.3322,52.0552,0.7772455089820359,0.8631736526946108,0.8311377245508982
98.6678,52.0552,0.9059880239520958,0.9299401197604791,0.8994011976047904
96.0091,51.9789,0.5188622754491018,0.7224550898203593,0.6973053892215569
93.3675,51.8269,0.6610778443113773,0.7535928143712575,0.7407185628742515
90.7539,51.6005,0.6359281437125749,0.7895209580838324,0.7961077844311377
88.1785,51.3012,0.8380239520958084,0.8745508982035928,0.8461077844311378
85.6507,50.9313,0.6901197604790419,0.8239520958083832,0.8338323353293413
83.1786,50.4935,0.9523952095808383,0.8808383233532934,0.8718562874251496
80.7693,49.9906,0.9029940119760479,0.7550898203592814,0.7514970059880239
78.4287,49.426,0.6368263473053892,0.5748502994011976,0.5745508982035928
